station_id,marque
3000004,Total
3000005,Intermarché
3000006,E. Leclerc
30021001,Carrefour
30100001,Système U
30100003,Système U
30100007,E.Leclerc
30100011,Eni
30100012,Station-Essence Intermarché
30100013,Total
30100014,Total Access
30100018,Esso
30100019,Netto
30104001,Station Service Carrefour
30110003,Intermarché
30110004,Netto
30120002,Super U
30120003,Intermarché
30126005,Esso
30126008,Eni
30126009,Auchan
30127001,Carrefour Market
30128001,U
30129002,Intermarché
30129003,Auchan
30130004,Intermarché
30130010,TotalEnergies
30130013,Intermarché
30130014,Intermarché
30130015,Carrefour
30130016,Pont Cassé
30132002,Intermarché
30133001,E. Leclerc
30140001,Super U
30140002,Avia
30140003,Intermarché
30140006,Eni
30150001,Station Servoz
30150002,Intermarché
30160001,Carrefour
30160002,La Sauvegarde
30170001,Super U
30190002,Berbon
30190003,Casino
30190004,Intermarché
30200003,TotalEnergies
30200004,Intermarché
30200006,Total Access
30210001,Carrefour
30210006,Avia
30210007,Total
30210008,Relais des Fontaines
30220001,Super U
30220002,Intermarché
30220003,Super U
30230002,Carrefour
30240001,Super U
30240002,Station Mon Plaisir
30240004,La Station du Sud
30250001,Intermarché
30250002,Intermarché
30250003,Carrefour
30260001,Dyneff
30260002,Garage Bernard
30290001,Système U
30290002,Utile
30300003,Carrefour
30300005,Eni
30300006,TotalEnergies
30300008,Esso
30300010,TotalEnergies
30300011,Avia
30310001,Système U
30320001,Système U
30320004,Intermarché
30320006,TotalEnergies
30320008,TotalEnergies
30320009,Eni
30330001,Carrefour Market
30330003,Intermarché
30340004,Eni
30340006,ENI
30340007,Système U
30350002,Carburants 7J/7
30360001,Intermarché
30360002,Carrefour
30380001,Intermarché
30380002,LOTI
30390002,Carrefour Contact
30400001,Carrefour Market
30400004,Eni
30400005,TotalEnergies
30410002,Station-service Geoffroy
30420001,Total
30420002,Système U
30430002,Carrefour Contact
30430003,Carrefour Contact
30460001,Super Lasalle
30470001,Super U
30470004,Total Access
30490002,Intermarché
30500001,Avia
30500002,Carrefour
30500003,Intermarché
30510002,Avia
30540001,Intermarché
30580001,Mas Neuf
30600003,Intermarché
30600004,Carrefour
30620001,Netto
30640001,Système U
30650001,Station Georges Pruvost
30700001,Carrefour
30700003,Total
30700004,Intermarché
30700006,Dyneff
30700007,Total Access
30750001,Dyneff
30760001,Station U
30800001,Intermarché
30800002,Intermarché
30820002,Intermarché
30900002,Carrefour
30900004,Esso Express
30900015,TotalEnergies
30900016,Total Access
30900017,Total Access
30900018,Total
30900021,Esso
30900023,Auchan
30960003,Relais des Cambons
30960004,U
30980002,Netto
31000001,Total
31000003,Intermarché
3100001,Carrefour
3100002,Total
3100005,E.Leclerc
3100006,Avia
3100007,E. Leclerc
3100008,Intermarché
3100009,Eni
3100010,Intermarché
31075001,Auchan
31076001,Station essence Carrefour Purpan
31084001,Total
31100003,Intermarché
31100004,Carrefour Market
3110001,Total
31100010,Total Access
31100011,Total Access
3110003,Avia
31110002,Intermarché
31120001,Carrefour
31120003,TotalEnergies
31120005,Esso Express
31120006,E.Leclerc
31120007,Intermarché
31120009,Total Access
31120010,Total Access
31130003,Esso Express
31130004,Intermarché
31130007,U
31130008,Total Access
31130011,TotalEnergies
31140004,Carrefour Market
31140005,Aire C
31140006,Auchan
31140008,Super U
31140010,Total Access
31140012,Esso Express
31150002,Super U
31150004,Intermarché
31150005,Total
31150006,E. Leclerc
31150007,Super U
31150010,Auchan
31170001,Carrefour
31170002,Auchan
31170004,Total
31170008,Avia
31180001,E. Leclerc
31190002,Netto
31190003,Carrefour Market
31190004,TotalEnergies
31200002,TotalEnergies
31200008,Esso
31200009,TotalEnergies
3120001,Eni
31200019,Esso
31200020,TotalEnergies
31200022,Total Access
31200023,Total Access
3120003,Intermarché
3120004,TotalEnergies
3120005,Lapalisse Essence
3120006,Carrefour Market
31210001,Super U
31210005,Total
31210006,Total
31210007,Avia
31210009,Carrefour Market
31220001,Super U
31220002,Carrefour
31220005,Station Service
31220006,24/24
31230003,Intermarché
31230004,Total
31240002,Elan
31240003,Intermarché
31240004,Intermarché
31250001,Total
31250004,Intermarché
31250007,Netto
31260001,Intermarché
31270003,Carrefour Market
31270004,Intermarché
31270005,Carrefour
31270007,Total Access
31290001,Hyper U
31290004,Total
31290005,Esso Express
31290007,Super U
31290008,TotalEnergies
31290011,Intermarché
31290012,E.Leclerc
31300007,TotalEnergies
31300008,Total Access
3130002,Dyneff
31320001,Intermarché
31330001,U
31330002,Intermarché
31330004,Intermarché
31330005,Esso
31340001,E. Leclerc
31350002,Intermarché
31350004,Avia
31360002,Intermarché
31370001,Carrefour
31380002,Intermarché
31390001,Auchan
31390002,Carrefour
31390003,Peyssies - SARL Fontenergie
31400002,Avia
31400005,Esso Express
31400006,Esso
31400007,Avia
31400008,Dyneff
31400010,TotalEnergies
31400013,Avia
31410001,TotalEnergies
31410002,Shell
31410003,Shell
31410004,Intermarché
31410007,Intermarché
31410008,Super U
31410009,Carrefour Contact
31420004,Station du Coumatou
31430002,Carrefour
31440002,Intermarché
31450003,Intermarché
31450004,Station U
31450006,Intermarché
31450008,Dyneff
31450009,Dyneff
31460003,Carrefour Contact
31470001,Total
31470002,Total
31470004,Intermarché
31470005,Intermarché
31470006,Carrefour
31470007,Carrefour
31470008,E. Leclerc
31480004,U
31490001,Station U
31500006,Esso
31500007,Esso
31500008,Total
3150001,TotalEnergies
31500012,Avia
31500013,Carrefour
31500015,Avia
3150005,Carrefour Market
3150007,PowerFuel
3150008,Relais Paris Lyon
31520003,Intermarché
31520005,TotalEnergies
31520007,Avia
31530003,Intermarché
31530004,TotalEnergies
31560004,Carrefour Contact
31570002,Carrefour Contact
31590002,Intermarché
31590004,TotalEnergies
31600001,Super U
31600005,Intermarché
31600006,Intermarché
31600007,Total Access
31600008,Auchan
31600010,Intermarché
31600011,Avia
31620002,Total
31620005,Intermarché
31620006,Intermarché
31620007,FAL Distri
31620009,Intermarché
31620013,E.Leclerc
31620014,E.Leclerc
31650002,E.Leclerc
31650003,TotalEnergies
31660001,Système U
31660004,Intermarché
31670001,TotalEnergies
31673001,Carrefour
31700001,Carrefour
31700004,Esso
31700005,E.Leclerc
31700006,Intermarché
31700007,Netto
31700009,Total
3170001,Avia
31700010,Total Access
31770001,Carrefour Market
31770004,Esso Express
31770005,Total
31780001,Intermarché
31790002,TotalEnergies
31790004,Carrefour Contact
31790005,Carrefour
31800003,E.Leclerc
31800005,Auchan
31800007,Total
31800008,E.Leclerc
31800010,Netto
31810002,Intermarché
31810003,kai
31820001,Carrefour
31830001,Intermarché
31840001,Carrefour
31850003,Super U
31860001,Total
31860005,Intermarché
31860006,Carrefour
31880001,Intermarché
3190006,Carrefour Contact
32000001,Carrefour
32000002,Avia
32000004,E. Leclerc
32000005,TotalEnergies
32000006,Intermarché
32000008,PétrAM.
3200002,TotalEnergies
3200003,TotalEnergies
3200005,Carrefour
32100002,Intermarché
32100003,Carrefour
32100004,TotalEnergies
3210001,Intermarché
32110001,Carrefour Market
32110003,GersStation
32120002,Super U
32130003,Carrefour contact station
32130004,Total
32140001,Super U
32150002,Intermarché
32150003,Total
32160001,Intermarché
32190001,Carrefour
32190003,Intermarché
32190005,TotalEnergies
32200001,Carrefour Market
32200006,Total
32220001,Intermarché
32230003,Système U
32250001,Avia
32260002,Intermarché
32300001,Intermarché
32300002,Carrefour
32300003,TotalEnergies
32310004,Carrefour
32380001,Intermarché
32400003,Total
32400006,Carrefour
3240003,TotalEnergies
32460001,Spar
32500001,Carrefour Market
32500002,Total
32500005,TotalEnergies
32500007,Netto
3250002,Intermarché
32550001,Total
32600001,Super U
32600002,Carrefour Market
3260001,Intermarché
32700001,Elan
32700002,Intermarché
3270002,Carrefour Market
32800001,E. Leclerc
32800003,E.Leclerc
32810003,Total
3290001,Avia
3290002,Système U
3290003,Esso
3300001,Carrefour Market
33000010,Intermarché
33000014,Esso Express
33000015,Esso Express
33000016,Esso Express
3300002,TotalEnergies
33000021,TotalEnergies
33000022,Total
33000023,TotalEnergies
33000024,Total
3300003,Station U
3300004,Multi-Energies des Ancises
33080001,Auchan
3310002,Intermarché
33110003,Monoprix
33110007,TotalEnergies
33110009,Avia
33112001,Système U
33113002,Intermarché
33114001,Super U
33120003,Avia
33120007,Total
33121002,Carrefour
33124001,Safety Carb
33127002,TotalEnergies
33127004,Intermarché
33127006,Intermarché
33130002,Carrefour
33130004,Auchan
33133002,Station U
33133003,TotalEnergies
33138001,Intermarché
33140006,Intermarché
33140009,Esso Express
33140010,Esso
33140012,Auchan
33150003,Esso
33160003,Intermarché
33167001,E.Leclerc
33170003,Avia
33170005,Intermarché
33170008,TotalEnergies
33170010,Eni
33187002,TotalEnergies
33190004,Intermarché
33190005,Total
33200001,Carrefour Market
3320001,Avia
33210001,TotalEnergies
33210003,E.Leclerc
33210008,Netto
33210010,Intermarché
33210011,TotalEnergies
33220004,Intermarché
33220006,E.Leclerc
33220007,U
33220009,TotalEnergies
33230001,E. Leclerc
33230002,Intermarché
33240005,Esso
33240007,Station Service Intermarché
33240010,TotalEnergies
33240011,Total
33240012,Carrefour
33240013,Auchan
33240014,TotalEnergies
33250004,Intermarché
33250006,Carrefour
33260001,Intermarché
33260005,Intermarché
33260010,Auchan
33260011,E.Leclerc
33260012,Total Access
33270001,Auchan
33290001,Total Access
33290003,E.Leclerc
33290004,Intermarché
33290009,Total Access
33300003,E. Leclerc
33300005,Total Access
33310006,Avia
33310007,TotalEnergies
33310008,TotalEnergies
33310009,Carrefour
33320003,Intermarché
33320008,E.Leclerc
33320009,Carrefour Market
33323001,E.Leclerc
33340001,Total
33340003,E.Leclerc
33340004,Carrefour
33350002,E.Leclerc
33350003,Intermarché
33360002,Super U
33360003,Total
33370002,Total Access
33370005,Intermarché
33370006,Intermarché
33370007,Système U
33370008,Auchan
33370014,Total Access
33370015,TotalEnergies
33370016,Carrefour
33380001,Auchan
33380002,Intermarché
33380004,E. Leclerc
33380005,TotalEnergies
33380006,TotalEnergies
33390001,Total
33390003,E.Leclerc
33390004,Station U
33400005,Intermarché
33400009,Esso
33400011,Auchan
33402001,E.Leclerc
33410001,Total
33410003,Intermarché
33410006,E.Leclerc
33420002,Carrefour Market
33420003,U
33430001,Système U
33430002,Total
33430005,Intermarché
33440002,E.Leclerc
33440004,Spar
33440006,Avia
33450002,Système U
33450005,Total Access
33450007,Carrefour
33450008,Station Service Intermarché
33450009,Intermarché
33460003,Total Access
33460004,Intermarché
33460006,Carrefour Contact
33470001,Système U
33470002,Carrefour Market
33470003,Station U
33480002,Total
33480003,Intermarché
33480006,Intermarché
33480007,Esso Express
33480008,TotalEnergies
33490002,Total
33490004,Carrefour
33500001,Carrefour
33500004,E.Leclerc
33500005,Intermarché
33500007,TotalEnergies
33500008,Esso
3350002,Carrefour
33502001,Total
33510003,Intermarché
33510006,Netto
33520002,Esso
33520003,Esso
33523001,E.Leclerc
33540001,Super U
33550002,Intermarché
33560002,E.Leclerc
33560004,Total
33580002,Carrefour
33600006,Esso Express
33600009,TotalEnergies
3360001,Intermarché
33600010,TotalEnergies
33600011,Total Access
33600013,Auchan
33610001,Super U
33610005,Intermarché
33610007,Shell
33610008,Shell
33620001,Super U
33620003,Carrefour
33640002,Total
33640003,Carrefour
33650003,Auchan
33650004,Intermarché
33660003,Système U
33660004,Dyneff
33670002,Carrefour
33680001,Total Access
33680004,Avia
33680005,Super U
33680006,Intermarché
33700001,Carrefour
33700002,Auchan
33700010,Auchan
33700012,Intermarché
33700020,Total
33700021,TotalEnergies
33700022,Total Access
33700023,Total Access
33700025,Auchan
33710002,Carrefour
33710003,Intermarché
33720001,Station U
33720005,Elan
33720006,Avia
33720008,TotalEnergies
33720009,Carrefour
33720010,Shell
33730001,TotalEnergies
33730002,Aire C
33730003,Carrefour
33740001,E.Leclerc
33750003,TotalEnergies
33750004,Carrefour
33750007,TotalEnergies
33760001,TotalEnergies
33760002,Carrefour
33770001,Carrefour
33770002,Elan
33780001,Carrefour Market
33790001,Intermarché
3380002,Intermarché
33820001,Intermarché
33830001,Système U
33830005,Intermarché
33840003,Eni
33850001,E.Leclerc
33850002,Système U
3390003,Carrefour Market
3390004,AS24
3390005,Avia
33910001,Intermarché
33920003,Intermarché
33920005,Avia
33920006,Avia
33930001,TotalEnergies
33930002,Carrefour
33930004,TotalEnergies
33950001,Système U
33950003,Carrefour
33980002,Carrefour Market
33990002,Carrefour
34000009,Esso Express
3400001,TotalEnergies
34000011,Intermarché
34000013,TotalEnergies
34000014,Total
34000017,Eni
34000018,Intermarché
3400003,Avia
3400005,Shell
3400006,Fulli
3400007,Carrefour Market
34070002,Auchan
34070003,Carrefour
34070004,Auchan
34070012,Dyneff
34070016,TotalEnergies
34070017,TotalEnergies
34070018,Total
34070019,Total
34070020,Eni
34090003,Total
34100001,Eni
3410001,Auchan
3410004,Eni
3410007,Esso Express
3410008,E.Leclerc
3410009,E. Leclerc
3410011,TotalEnergies
34110002,Avia
34110003,Intermarché
34110004,Dyneff
34110005,TotalEnergies
34120001,Total
34120002,TotalEnergies
34120007,Pézenas Carburant
34120008,Esso
34130002,E.Leclerc
34130003,Intermarché
34130004,Total
34130005,Intermarché
34140001,Carrefour
34140003,Eni
34140004,Intermarché
34140006,Avia
34150001,Spar
34150003,Intermarché
34160003,Carrefour Contact
34160004,Garage de Boisseron
34170001,Station U
34170004,Netto
34170006,Casino
34190001,Système U
34190002,Intermarché
34200001,Auchan
34200002,Carrefour Market
34200003,Dyneff
34200012,Avia
34200013,TotalEnergies
34220001,Super U
34220002,Gallien
34230002,Carrefour
34240001,TotalEnergies
34250002,Carrefour
34250003,Total
34260001,Intermarché Contact
34270001,Intermarché
34280004,TotalEnergies
34280005,Total
34280006,Système U
34290001,U
34290003,Shell
34290007,Shell
34300001,Système U
34300002,Total
34300006,Intermarché
34300009,Total
3430001,Carrefour
34300013,Eni
34310002,Intermarché
34311001,E.Leclerc
34320001,Total
34320003,Super U
34330001,Elan
34340002,Carrefour
34350003,Dyneff
34350005,Carrefour
34360001,Total
34360002,Intermarché
34370001,Carrefour
34370002,Système U
34380002,Spar
34400004,Esso Express
34400007,Super U
34400013,Intermarché
34400016,Esso
34400017,TotalEnergies
34400018,TotalEnergies
34402001,E.Leclerc
34410002,Carrefour
34410009,Carrefour Contact
34420003,Carrefour Market
34420004,Intermarché
34420005,U
34430001,TotalEnergies
34430003,Carrefour
34440001,Dyneff
34440004,Super U
34440005,Carrefour Contact
34450001,Total
34450002,Intermarché
34460001,Dyneff
34480001,Intermarché
34490001,Système U
34490002,Intermarché
34500008,Auchan
3450001,Cheze SAS (carburant discount)
34500023,Intermarché
34500024,Dyneff
34500025,Total
34500026,Total
34500027,Total
34500028,Total
34500030,E.Leclerc
34500032,Eni
34500033,Auchan
34510003,Dyneff
34520002,TotalEnergies
34530001,Tabac Station Service Lopez
34540001,Carrefour
34540002,Total
34550001,Esso Express
34550002,Intermarché
34560001,Spar
34560002,Carrefour
34570001,Total
34570002,Système U
34590001,Système U
34600001,Carrefour Market
34600002,Gallien
34600003,Intermarché
34600004,U
34620002,Dyneff
34660001,Intermarché
34670001,Intermarché
34690004,Intermarché
34690009,TotalEnergies
34690010,Avia
34690011,Esso Express
34700001,Super U
34700002,Avia
34700005,E.Leclerc
34725001,Esso
34730001,Intermarché
34740002,Esso
34740004,TotalEnergies
34750001,Intermarché
34770001,Total
34770002,Esso Express
34770005,Carrefour
34790003,Station Grabels
34790004,Système U
34790005,Station Grabels
34800001,Système U
34800002,Avia
34800004,Intermarché
34800005,E.Leclerc
34810001,Super U
34830001,Intermarché
34920001,Carrefour
34920002,Carrefour
34973001,Carrefour
34980001,Carrefour
34980002,Intermarché
34990001,Intermarché
35000012,E.Leclerc
35000013,Malo express
35000015,Esso Express
35000017,TotalEnergies
35000019,Total
35000020,Total Access
35000021,Total Access
35000022,Total Access
35000023,Total Access
35000024,Avia
35000025,TotalEnergies
3500003,TotalEnergies
3500006,Total
3500007,Intermarché
3500008,Carrefour
35111001,Système U
35113002,Carrefour Market
35114002,Total
35120001,Carrefour Market
35120002,Super U
35130001,Super U
35130003,Intermarché
35131002,Carrefour
35132004,Total Access
35133001,E. Leclerc
35133002,Bolloré Energy
35135001,Intermarché
35135002,Intermarché
35136004,Carrefour Market
35137001,E. Leclerc
35140001,Carrefour Market
35140002,Elan
35150001,Super U
35150003,Intermarché
35150004,Total Access
35160001,La Station U
35160002,Total
35170001,Intermarché
35170002,Super U
35190003,Système U
35200003,Carrefour Market
35200007,Total Access
35200008,U
35205001,La Station U
35220002,Système U
35230001,Super U
35230004,Intermarché
35230006,Esso Express
35230007,Carrefour Contact
35235001,TotalEnergies
35240001,Système U
35250001,Super U
35260002,Super U
35270001,U
35270003,Intermarché
35290001,Système U
35290003,Intermarché
35300001,Esso Express
35300002,Carrefour
35300004,Total
35300005,Carrefour
35310002,Super U
35310004,Carrefour Market
35320003,La station U
35330001,Elan
35330002,Intermarché
35340002,Intermarché
35340003,Intermarché
35342001,Super U
35350003,Intermarché
35350004,Halle de Bonaban
35360001,Intermarché
35370002,Intermarché
35370003,TotalEnergies
35370004,Intermarché
35380001,Super U
35390001,U Express
35400002,Total
35400006,Carrefour
35400007,E.Leclerc
35400008,Intermarché
35400009,TotalEnergies
35400010,Total Access
35400011,TotalEnergies
35400012,TotalEnergies
35410001,Station U
35420001,Super U
35430001,Station Service Cora
35440002,Carrefour Contact
35450001,TotalEnergies
35470001,E.Leclerc
35470003,Intermarché
35470004,Total
35480001,Système U
35490001,Total
35490003,Intermarché
35500001,Système U
35500004,E.Leclerc
35500008,Intermarché
35500009,Total Access
35510001,Carrefour
35510005,Total
35510006,Carrefour Market
35520001,Système U
35520002,TotalEnergies
35520003,Intermarché
35520004,E.Leclerc
35530001,E.Leclerc
35530002,Avia
35540008,Carrefour
35540009,Système U
35550004,U
35550006,Elan
35560003,Carrefour
35560005,Système U
35580001,Super U
35580003,Intermarché
35580004,Total Access
35590001,Super U
35590004,Shell
35590007,Carrefour Contact
35590008,Total
35600003,Intermarché
35600004,Total
35600006,Elan
35610001,Intermarché
35640001,Intermarché
35650002,Super U
35660004,Total
35680001,Elan
35700001,Intermarché
35720001,Total
35720004,Carrefour
35730001,U
35740001,Elan
35743001,Cora
35760002,E.Leclerc
35760004,TotalEnergies
35760007,Super U
35770001,E. Leclerc
35770002,Avia
35770006,TotalEnergies
35780001,Intermarché
35800002,Avia
35800003,Intermarché
35800004,TotalEnergies
35830002,Esso
35850001,La Station U
35850003,Carrefour Market
35890001,Carrefour Market
36000001,Auchan
36000003,Carrefour Market
36000009,TotalEnergies
3600001,Carrefour
36000010,Chirault
36000014,Intermarché
36000016,TotalEnergies
3600004,TotalEnergies
36100001,Carrefour Market
36100002,E.Leclerc
36100003,Elan
36100006,E.Leclerc
36110001,Carrefour Market
36110004,TotalEnergies
36120001,Avia
36130001,Carrefour
36130004,TotalEnergies
36140002,Intermarché
36140003,TotalEnergies
36150001,Carrefour
36150006,Fulli
36170001,Avia
36200001,Carrefour
36200002,Total Access
36200003,Mousquetaires
36210001,Système U
36230002,Système U
36250003,E.Leclerc
36250006,E.Leclerc
36250007,TotalEnergies
36260002,Carrefour
36270001,Système U
36290002,Total
36300004,E.Leclerc
36300006,Super U
3630003,TotalEnergies
3630004,Carrefour
36350002,Total
36400001,Super U
36400004,Intermarché
36400005,Total Access
36400006,Etablissements Aubrun
36500002,Elan
36500003,Intermarché PL
36500004,Intermarché
36500005,Carrefour
36600001,Total
36600002,Intermarché
36700001,Total
36700002,Intermarché
36800001,Carrefour Market
37000007,Carrefour Market
37000011,Esso
37000014,Total
37000015,TotalEnergies
37000016,Carrefour Market
3700002,TotalEnergies
3700004,E. Leclerc
37003001,E.Leclerc
37100001,Auchan
37100002,Auchan
37100010,TotalEnergies
37100011,TotalEnergies
37100012,Système U
37110002,Carrefour
37110003,Intermarché
37110004,Total
37120001,Intermarché
37130001,Carrefour
37140001,Super U
37150002,Carrefour Market
37150003,Intermarché
37150004,Total
37160003,Intermarché
37170006,Total Access
37170007,Total Access
37172001,Auchan
37190001,Total
37190002,Carrefour Market
37190003,Avia
37210002,Système U
37210005,Auchan
37220001,Super U
37230003,E.Leclerc
37230004,Super U
37240001,Auchan
37250002,Intermarché
37250005,Esso
37250006,Auchan
37260001,Super U
37260005,G20
37270001,Système U
37270006,Eni
37270007,TotalEnergies
37270008,TotalEnergies
37290001,Intermarché
37290002,TotalEnergies
37300001,Système U
37300004,Intermarché
37300007,Station-service Aldi
37300008,Total Access
37300009,E.Leclerc
37306001,E.Leclerc
37320001,Auchan
37320008,G20
37320010,Carrefour
37330001,Super U;Station U
37340001,Station U
37340002,Super U
37360001,Super U
37380001,Auchan
37380003,Esso
37380004,Total
37390002,Intermarché
37390003,Super U
37390004,Total
37400002,E.Leclerc
37400004,Netto
37400006,TotalEnergies
37420002,Total
37420003,Carrefour
37460001,TotalEnergies
37500001,Station U
37500002,Elan
37500003,E.Leclerc
37510001,Auchan
37520002,Super U
37530002,Intermarché
37540001,Auchan
37540005,Total
37550001,Auchan
37600001,Système U
37600004,E.Leclerc
37600007,Total Energie
37700001,Carrefour
37700004,E.Leclerc
37700010,Total Access
37700011,Total Access
37800004,Total
37800005,Intermarché
37800006,Total
37800008,Esso
38000015,Esso
38000018,Eni
38000019,Eni
3800003,Auchan
3800004,TotalEnergies
3800005,TotalEnergies
3800006,Intermarché
3800009,Carrefour Market
38070001,Carrefour Market
38080003,Carrefour
38080006,Total
38080007,Avia
38090004,Avia
38090005,Netto
38100003,Esso
38100013,Esso
38110001,Carrefour
38110002,Total
38110004,Intermarché
38110006,Carrefour
38113001,Esso
38114002,Avia
38120001,Carrefour
38120002,Total
38130002,E.Leclerc
38140001,Carrefour
38140005,Intermarché
38140009,Netto
38142001,Avia
38150001,Carrefour
38150003,Dyneff
38150005,Intermarché
38150010,TotalEnergies
38150011,Esso Express
38150012,U Express
38160002,E.Leclerc
38160003,Intermarché
38160007,Avia
38170004,Total
38180001,Intermarché
38190001,Carrefour
38190004,Esso
38190005,Auchan
38200004,E. Leclerc
38200007,Intermarché
38200014,TotalEnergies
38200016,Intermarché
38200017,Carrefour Market
38200018,Total Access
38200019,Monoprix
38210001,Carrefour
38210003,Avia
38210004,Intermarché
38220001,Carrefour
38220002,Total
38220003,Station Mousquetaires
38230001,Carrefour
38230002,Total
38230003,E.Leclerc
38230005,E.Leclerc
38240003,Carrefour
38240004,Eni
38240006,TotalEnergies
38250002,Intermarché
38250003,Avia
38260003,TotalEnergies
38260004,Total
38260005,Casino
38260007,Intermarché
38260009,Elan
38270003,Super U
38270005,Carrefour
38270006,Intermarché
38280001,Intermarché
38290003,Total
38290005,U
38290006,Avia
38300001,Carrefour Market
38300004,Esso
38300008,E.Leclerc
38300009,Station Intermarché
38300018,Total
38300021,Intermarché
38300022,Fuel For Planet
38300024,Total
38300025,Netto
38300026,Eni
38300027,Carrefour Market
38320002,Esso Express
38320003,Eni
38320005,Intermarché
38320006,Total
38330002,Esso Express
38330006,Avia
38340006,Système U
38340011,Total
38340012,Total Access
38340013,Total
38340015,La Station U
38340018,Eni
38350001,Système U
38350004,Intermarché
38350005,TotalEnergies
38350007,Carrefour Market
38360001,Carrefour
38360006,TotalEnergies
38370003,E.Leclerc
38380001,Netto
38380002,Dyneff
38380003,Intermarché
38380004,Station Communale des Entremonts en Chartreuse
38400005,Esso Express
38400006,Intermarché
38420003,Intermarché
38420004,Total
38430001,Carrefour Market
38430002,Esso Express
38430003,Carrefour Market
38430004,Intermarché
38431001,Carrefour
38440003,Intermarché
38440004,Auchan
38450002,Dyneff
38460002,Carrefour
38460004,Allarousse Combustibles
38460005,Mancipoz
38470003,Total
38470004,Super U
38480005,Avia
38480006,E. Leclerc
38480007,Esso
38490004,Intermarché
38490005,Intermarché
38490012,Carrefour
38490013,Avia
38500001,Carrefour
38500003,LIDL Carburants
38500005,Esso Express
38500006,U Carburant
38500007,TotalEnergies
38500008,Carrefour
38510003,Intermarché
38510004,Avia
38510005,Super U
38510006,Auchan
38520001,Total
38520005,Intermarché
38530001,Système U
38530004,Intermarché Contact
38530005,Intermarché
38540001,Intermarché
38540002,AT.PG
38550001,Intermarché
38550002,Système U
38570003,Netto
38570005,Système U
38580004,Carrefour
38590001,Super U
38600003,Station essence Auchan
38610001,Total
38620002,Carrefour
38630003,U
38630005,Intermarché
38630006,DATS 24
38640001,Carrefour
38650003,Uta
38660001,Total
38660002,Station-service
38670002,Shell
38670003,Intermarché
38680001,Comptoir Énergie
38690006,Système U
38690007,Eni
38700001,Esso
38700003,Total Access
38710003,TotalEnergies
38750001,Station France D
38760004,Eni
38780001,Carrefour
38780003,Système U
38790003,Carrefour
38800003,TotalEnergies
38850002,Total
38860001,Carbel
38870001,Intermarché
38880002,TotalEnergies
38890002,Carrefour
38920002,Carrefour Market
38930001,La Remise
38970000,Total
38980001,Elan
39000004,Avia
39000007,TotalEnergies
39000010,Carrefour
39100003,TotalEnergies
39100004,Esso Express
39100005,C. C. Cora
39100006,Intermarché
39100008,Petrolperret
39100010,Avia
39100011,Netto
39100012,E.Leclerc
39100013,Intermarché
39110003,Super U
39110007,Total Access
39120002,Intermarché
39120003,Avia
39130004,TotalEnergies
39130008,Carrefour
39130009,Independent
39130010,Total
39140001,TotalEnergies
39140003,Système U
39140006,Eni
39150001,Super U
39150002,Avia
39160001,Système U
39170001,Spar
39170002,Avia
39190007,TotalEnergies
39200002,Avia
39200003,Total Access
39200005,Intermarché
39200007,Avia
39210001,AVIA
39210003,TotalEnergies
39220002,Avia
39220004,Avia
39220005,Carrefour
39220006,Intermarché
39230001,Maximarché
39230002,Avia
39230003,Avia
39230004,CocciMarket
39240001,Système U
39260003,Intermarché
39270001,Avia
39270002,Système U
39300001,Super U
39300004,Intermarché
39300006,E.Leclerc
39300008,Netto
39380001,Système U
39380002,Avia
39400002,Intermarché
39400003,Avia
39402001,Avia
39410002,Intermarché
39460001,Avia
39500001,Système U
39500004,TotalEnergies
39500006,Intermarché
39500007,Shell
39500010,Intermarché
39570004,Super U
39570008,Intermarché
39570009,Carrefour
39570010,TotalEnergies
39600001,Avia
39600002,Système U
39700012,Total Access
39700013,Total Access
39700014,TotalEnergies
39700015,Avia
39700017,Avia
39700018,Intermarché
39800004,Intermarché
40000001,Carrefour
40000002,Carrefour
40000007,Intermarché
4000001,Carrefour
40000012,TotalEnergies
4000003,Esso
4000004,E.Leclerc
40006001,E.Leclerc
40100001,Carrefour
40100004,E.Leclerc
40100005,Intermarché
40100008,TotalEnergies
40110001,Système U
40110002,Intermarché
40110003,Total
40120001,Carrefour
40120003,E. Leclerc
40130003,E.Leclerc
40130004,Intermarché
40140001,Elan
40140002,E. Leclerc
40140005,Netto
40150001,Intermarché
40150002,Super U
40160001,Super U
40160003,Intermarché
40160004,Total
40160005,Deghuillem
40170003,Super U
40170004,Carrefour
40180001,Total
40180002,Total Contact
40180003,Intermarché
40190003,Carrefour
40200001,Carrefour
40200002,E. Leclerc
40210001,Intermarché
40210004,E. Leclerc
40220002,Dyneff
40220006,Carrefour
40230001,E.Leclerc
40230004,E.Leclerc
40230005,Esso
40230006,Leader Price
40240007,Station U
40240008,Carrefour
40250001,Carrefour
40260002,Shell
40260005,Intermarché
40260006,E.Leclerc
40260008,Avia
40260009,TotalEnergies
40270004,Carrefour
40270005,Total
40280005,E.Leclerc
40280006,E.Leclerc
40280008,Total
40280009,Station-service du Moun
40300003,Carrefour Market
40300005,Intermarché
40300008,TotalEnergies
40300009,Avia
40310001,Système U
40320001,Aire C
40320002,Aire C
40330001,Intermarché
40350001,Intermarché
40360003,Carrefour
40370001,Carrefour
40370003,E.Leclerc
40380003,Carrefour
40390001,U
40400001,Total
40400002,Elan
